source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_analyte,684,usda.a684,"Lead, Trace Element",pb_trelm,mg/kg,NA,16045,Total Pb is the lead measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1213,usda.a1213,"Lead, Water Element",pb_wtelm,µg/L,NA,NA,Total Pb is the lead measured in the water sample.
kssl_analyte,1174,usda.a1174,"Lead, Water Extractable",pb_watx,µg/kg,915,979,The lead extracted by the Water solution.
kssl_analyte,1454,usda.a1454,"Lead, X-Ray Flourescence Element",pb_pxrf,ppm,NA,50,Lead as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,638,usda.a638,"Lepidocrocite, petro_count",min_LE_petro_count,count,NA,NA,to be added
kssl_analyte,449,usda.a449,"Lepidocrocite, x-ray",min_LE_x-ray,peak_size,243,243,to be added
kssl_analyte,1392,usda.a1392,"Lepidocrocite, x-ray pm",min_LE_x-ray_pm,peak_size,2,2,to be added
kssl_analyte,187,usda.a187,"Lepidolite, petro_count",min_LP_petro_count,count,NA,NA,to be added
kssl_analyte,1317,usda.a1317,"Lepidolite, x-ray pm",min_LP_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,188,usda.a188,"Lepidomelane, petro_count",min_LO_petro_count,count,NA,NA,to be added
kssl_analyte,1318,usda.a1318,"Lepidomelane, x-ray pm",min_LO_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,639,usda.a639,"Leucite, petro_count",min_LI_petro_count,count,NA,NA,to be added
kssl_analyte,1393,usda.a1393,"Leucite, x-ray pm",min_LI_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,189,usda.a189,"Leucoxene, petro_count",min_LU_petro_count,count,NA,NA,to be added
kssl_analyte,1319,usda.a1319,"Leucoxene, x-ray pm",min_LU_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,577,usda.c577,Limnic material type,limnic_type,(NA),6,6,Limnic material type based on soil color and %fiber rubbed
kssl_analyte,190,usda.a190,"Limonite, petro_count",min_LM_petro_count,count,NA,NA,to be added
kssl_analyte,1320,usda.a1320,"Limonite, x-ray pm",min_LM_x-ray_pm,peak_size,NA,NA,to be added
kssl_calc,30,usda.c30,"Linear Extensibility, 1/10 Bar to Ovendry, Whole Soil",le_d10w,% len,NA,NA,"Linear extensibility percent, whole soil, 1/10 bar/OD is the percent change in a clod dimension resulting from a water content change from oven dry to 1/10 bar tension. It is reported as percent length change on a whole soil base."
kssl_calc,31,usda.c31,"Linear Extensibility, 1/3 Bar to Ovendry, <2mm",le_d3l2,% len,17174,17174,"Linear extensibility percent, <2mm, 1/3 bar/OD is the percent dimensional change of a clod as water content changes from oven dry to 1/3 bar water tension. It is reported as percent length change on a<2 mm base."
kssl_calc,32,usda.c32,"Linear Extensibility, 1/3 Bar to Ovendry, Rewet",le_d3rw,% len,NA,NA,"Linear extensibility percent, rewet, 1/3 bar/OD isthe percent dimensional change of a rewet clod as water content changes from oven dry to 1/3 bar tension. It is reported as percent length change on a<2 mm base."
kssl_calc,33,usda.c33,"Linear Extensibility, 1/3 Bar to Ovendry, Whole Soil",le_d3w,% len,17188,17188,"Linear extensibility percent, whole soil, 1/3 bar/OD is the percent change in a clod dimension as water content changes from oven dry to 1/3 bar water tension. It is reported as percent length change on a whole soil base."
kssl_calc,35,usda.c35,"Linear Extensibility, 1/3 to 15 Bar, <2mm",le_315l2,% len,16243,16243,"Linear extensibility percent, <2 mm, 1/3 bar/15 bar is the percent change in a clod dimension as water content changes from 15 bar to 1/3 bar water tension. It is reported as percent length change on a <2 mm base."
kssl_calc,34,usda.c34,"Linear Extensibility, 1/3 to 15 Bar, Whole Soil",le_315w,% len,16180,16180,"Linear extensibility percent, whole soil,1/3 bar/15 bar is the percent change in a clod dimension as water content changes from 15 bar to 1/3 bar tension. It is reported as percent length change on a whole soil base."
kssl_calc,36,usda.c36,"Linear Extensibility, Field Moist To Ovendry",le_fmod,% len,NA,NA,"Linear extensibility percent, field moist to ovendry is the percent change in a clod dimension as water content changes from oven dry to field moist water tension. It is reported as percent length change on a <2 mm base."
kssl_analyte,2,usda.a2,"Liquid Limit, Atterberg",abgll,% H2O,721,732,Atterberg liquid limit is the gravimetric percent water content of the soil at a defined boundary between the liquid and plastic states. It is determined by ASTM method D 4318 and reported as percent water on a <0.4 mm base.
kssl_analyte,191,usda.a191,"Lithiophorite, petro_count",min_LT_petro_count,count,NA,NA,to be added
kssl_analyte,1321,usda.a1321,"Lithiophorite, x-ray pm",min_LT_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,641,usda.a641,"Maghemite, petro_count",min_MH_petro_count,count,NA,NA,to be added
kssl_analyte,450,usda.a450,"Maghemite, x-ray",min_MH_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1395,usda.a1395,"Maghemite, x-ray pm",min_MH_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,192,usda.a192,"Magnesite, petro_count",min_ME_petro_count,count,NA,NA,to be added
kssl_analyte,1322,usda.a1322,"Magnesite, x-ray pm",min_ME_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1066,usda.a1066,"Magnesium, Element Mehlich3 Extractable",mg_el_meh3,mg/kg,1578,1643,The magnesium extracted by the Mehlich III solution.
kssl_analyte,672,usda.a672,"Magnesium, Major Element",mg_mjelm,mg/kg,NA,7713,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1509,usda.a1509,"Magnesium, Major Element XRF",mg_mjelm_xrf,mg/kg,NA,NA,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,77,usda.a77,"Magnesium, Neutral Salt Extractable",mg_neutral_salt,cmol(+)/kg,NA,NA,The neutral salt extractable magnesium is the fraction removed by 1.0N NH4Cl.
kssl_analyte,83,usda.a83,"Magnesium, NH4OAc Extractable",mg_nh4,cmol(+)/kg,1395,1404,NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base.
kssl_analyte,724,usda.a724,"Magnesium, NH4OAc Extractable, 2M KCl displacement",mg_nh4d,cmol(+)/kg,51283,53784,NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base.
kssl_analyte,374,usda.a374,"Magnesium, Saturation Extract",mg_satx,mmol(+)/L,9124,9189,"Magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,401,usda.a401,"Magnesium, Total",mg_tot,% wt,NA,NA,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1183,usda.a1183,"Magnesium, Water",mg_wat,µg/L,NA,NA,Magnesium in the water sample.
kssl_analyte,1207,usda.a1207,"Magnesium, Water Element",mg_wtelm,mg/L,NA,NA,Total Mg is the magnesium measured in the water sample.
kssl_analyte,1168,usda.a1168,"Magnesium, Water Extractable",mg_watx,µg/kg,914,977,The magnesium extracted by the Water solution.
kssl_analyte,193,usda.a193,"Magnetite, petro_count",min_MG_petro_count,count,292,292,to be added
kssl_analyte,451,usda.a451,"Magnetite, x-ray",min_MG_x-ray,peak_size,NA,NA,to be added
kssl_analyte,1323,usda.a1323,"Magnetite, x-ray pm",min_MG_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,67,usda.a67,"Manganese, Dithionite Citrate Extractable",mn_dith,% wt,29901,31435,Dithionite citrate extractable manganese is considered easily reducible manganese. It is reported as gravimetric percent on a <2 mm base. Values >0.2% are rare.
kssl_analyte,1067,usda.a1067,"Manganese, Element Mehlich3 Extractable",mn_el_meh3,mg/kg,1578,1643,The manganese extracted by the Mehlich III solution.
kssl_analyte,70,usda.a70,"Manganese, KCl Extractable",mn_kcl,mg/kg,13622,14318,The KCl extractable manganese approximates the exchangeable or plant available fraction. It is reported as milligrams per kilogram on a <2 mm base.
kssl_analyte,673,usda.a673,"Manganese, Major Element",mn_mjelm,mg/kg,NA,7713,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1510,usda.a1510,"Manganese, Major Element XRF",mn_mjelm_xrf,mg/kg,NA,NA,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,61,usda.a61,"Manganese, Oxalate Extractable",mn_ox,mg/kg,27104,28546,The ammonium oxalate extractable manganese is assumed to be the fraction held in noncrystalline compounds. It is reported as milligrams per kilogram on a <2 mm base.
kssl_analyte,74,usda.a74,"Manganese, Sodium Pyrophosphate Extractable",mn_pyp,% wt,3069,3119,"Sodium pyrophosphate extractable manganese is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed."
kssl_analyte,402,usda.a402,"Manganese, Total",mn_tot,% wt,NA,NA,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,685,usda.a685,"Manganese, Trace Element",mn_trelm,mg/kg,NA,16043,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a      s percent oxide on the base of the size fraction used.
kssl_analyte,1208,usda.a1208,"Manganese, Water Element",mn_wtelm,µg/L,NA,NA,Total Mn is the manganese measured in the water sample.
kssl_analyte,1169,usda.a1169,"Manganese, Water Extractable",mn_watx,µg/kg,915,979,The manganese extracted by the Water solution.
kssl_analyte,1450,usda.a1450,"Manganese, X-Ray Flourescence Element",mn_pxrf,ppm,NA,50,Manganese as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,194,usda.a194,"Marcasite, petro_count",min_MR_petro_count,count,NA,NA,to be added
kssl_analyte,1324,usda.a1324,"Marcasite, x-ray pm",min_MR_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,651,usda.a651,Melanic Index,Melanic,(NA),582,583,Melanic index is an absorbance ratio for melanic Andisols.
kssl_analyte,195,usda.a195,"Melilite, petro_count",min_ML_petro_count,count,NA,NA,to be added
kssl_analyte,1325,usda.a1325,"Melilite, x-ray pm",min_ML_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,403,usda.a403,"Mercury, Total",hg_tot,mg/kg,NA,NA,Total Hg is the mercury measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,686,usda.a686,"Mercury, Trace Element",hg_trelm,ug/kg,NA,16041,Total Hg is the mercury measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1448,usda.a1448,"Mercury, X-Ray Flourescence Element",hg_pxrf,ppm,NA,NA,Mercury as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,196,usda.a196,"Mica, petro_count",min_MI_petro_count,count,115,115,to be added
kssl_analyte,452,usda.a452,"Mica, x-ray",min_MI_x-ray,peak_size,6475,6483,to be added
kssl_analyte,1326,usda.a1326,"Mica, x-ray pm",min_MI_x-ray_pm,peak_size,28,28,to be added
kssl_analyte,197,usda.a197,"Microcline, petro_count",min_FC_petro_count,count,NA,NA,to be added
kssl_analyte,1327,usda.a1327,"Microcline, x-ray pm",min_FC_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,580,usda.a580,micromorphology,morph,(NA),NA,NA,"Micromorphology is the study pf microfabrics of soils in their natural, undisturbed arrangement."
kssl_analyte,91,usda.a91,"Mineral Content, Loss on Ignition",min_lt2,% wt,812,3920,"Mineral Content, Loss on Ignition (400 degrees C)(8F1). The mineral content of the <2mm fraction is the gravimetric percent of plant ash and mineral particles that remain after ignition. It is reported on a <2 mm base."
kssl_calc,594,usda.c594,"Mineral Interpretation, clay, Set 1",min_interp_c1,(NA),5150,5150,Mineral interpretation from results on clay particle size fraction.
kssl_calc,932,usda.c932,"Mineral Interpretation, clay, Set 2",min_interp_c2,(NA),1391,1391,Mineral interpretation from results on clay particle size fraction.
kssl_calc,650,usda.c650,"Mineral Interpretation, coarse silt",min_interp_csi,(NA),2798,2798,Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,651,usda.c651,"Mineral Interpretation, fine sand",min_interp_fs,(NA),2318,2318,Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,821,usda.c821,"Mineral Interpretation, GP prep, clay, Set 1",min_interp_c1,(NA),2,2,Mineral interpretation from results on clay particle size fraction.
kssl_calc,933,usda.c933,"Mineral Interpretation, GP prep, clay, Set 2",min_interp_c2,(NA),NA,NA,Mineral interpretation from results on clay particle size fraction.
kssl_calc,953,usda.c953,"Mineral Interpretation, GP prep, clay, Set 3",min_interp_c3,(NA),NA,NA,Mineral interpretation from results on clay particle size fraction.
kssl_calc,822,usda.c822,"Mineral Interpretation, GP prep, csi",min_interp_csi,(NA),NA,NA,Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,823,usda.c823,"Mineral Interpretation, GP prep, fs",min_interp_fs,(NA),NA,NA,Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,824,usda.c824,"Mineral Interpretation, GP prep, vfs",min_interp_vfs,(NA),NA,NA,Mineral interpretation from results on very fine sand particle size fraction.
kssl_calc,951,usda.c951,"Mineral Interpretation, N prep, clay, Set 2",min_interp_c2,(NA),6,6,Mineral interpretation from results on clay particle size fraction.
kssl_calc,954,usda.c954,"Mineral Interpretation, N prep, clay, Set 3",min_interp_c3,(NA),120,120,Mineral interpretation from results on clay particle size fraction.
kssl_calc,670,usda.c670,"Mineral Interpretation, N prep, csi",min_interp_csi,(NA),22,22,Mineral interpretation from results on coarse silt particle size fraction.
kssl_calc,671,usda.c671,"Mineral Interpretation, N prep, fs",min_interp_fs,(NA),17,17,Mineral interpretation from results on fine sand particle size fraction.
kssl_calc,672,usda.c672,"Mineral Interpretation, N prep, vfs",min_interp_vfs,(NA),1,1,Mineral interpretation from results on very fine sand particle size fraction.
kssl_calc,952,usda.c952,"Mineral Interpretation, S prep, clay, Set 3",min_interp_c3,(NA),3378,3378,Mineral interpretation from results on clay particle size fraction.
kssl_calc,652,usda.c652,"Mineral Interpretation, very fine sand",min_interp_vfs,(NA),495,495,Mineral interpretation from results on very fine sand particle size fraction.
kssl_analyte,1074,usda.a1074,"Molybdenum, Element Mehlich3 Extractable",mo_el_meh3,mg/kg,1578,1643,The molybdenum extracted by the Mehlich III solution.
kssl_analyte,886,usda.a886,"Molybdenum, Trace Element",mo_trelm,mg/kg,NA,16037,Total Mo is the molybdenum measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1209,usda.a1209,"Molybdenum, Water Element",mo_wtelm,µg/L,NA,NA,Total Mo is the molybdenum measured in the water sample.
kssl_analyte,1170,usda.a1170,"Molybdenum, Water Extractable",mo_watx,µg/kg,915,979,The molybdenum extracted by the Water solution.
kssl_analyte,1451,usda.a1451,"Molybdenum, X-Ray Flourescence Element",mo_pxrf,ppm,NA,NA,Molybdenum as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,199,usda.a199,"Monazite, petro_count",min_MZ_petro_count,count,487,487,to be added
kssl_analyte,1328,usda.a1328,"Monazite, x-ray pm",min_MZ_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,640,usda.a640,"Montmorillonite-Chlorite, petro_count",min_MC_petro_count,count,NA,NA,to be added
kssl_analyte,454,usda.a454,"Montmorillonite-Chlorite, x-ray",min_MC_x-ray,peak_size,5,5,to be added
kssl_analyte,1394,usda.a1394,"Montmorillonite-Chlorite, x-ray pm",min_MC_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,642,usda.a642,"Montmorillonite-Mica, petro_count",min_MM_petro_count,count,NA,NA,to be added
kssl_analyte,455,usda.a455,"Montmorillonite-Mica, x-ray",min_MM_x-ray,peak_size,340,340,to be added
kssl_analyte,1396,usda.a1396,"Montmorillonite-Mica, x-ray pm",min_MM_x-ray_pm,peak_size,12,12,to be added
kssl_analyte,643,usda.a643,"Montmorillonite-Vermiculite, petro_count",min_MV_petro_count,count,NA,NA,to be added
kssl_analyte,456,usda.a456,"Montmorillonite-Vermiculite, x-ray",min_MV_x-ray,peak_size,3,3,to be added
kssl_analyte,1397,usda.a1397,"Montmorillonite-Vermiculite, x-ray pm",min_MV_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,200,usda.a200,"Montmorillonite, petro_count",min_MT_petro_count,count,NA,NA,to be added
