analyte_id,analyte_name,analyte_abbrev,analyte_code,analyte_method_code,analyte_type,analyte_format,agg_method,uom_abbrev,adod_dependency,calc_script_path,calc_desc,calc_note,analyte_desc,analyte_note
479,"Effervescence, 1N HCl",efferv_1nhcl,Efferv,Efferv,C,11,concat,(NA),0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Sample_Prep\effervescence,_1n_hcl.txt",To Be Added,,The visual effervescence of the prepared sample when treated with 1N HCl.,
480,"Fiber Type, Histosol",fib_type,FibTyp,FibTyp,C,60,concat,(NA),0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Physics\Histosol\fiber_type.txt,To Be Added,,The kind of sapric or limnic material that composes more than half the organic material.,
481,"pH, 1:2 Soil-CaCl2 Suspension",ph_cacl2,pHcacl,pHcacl,F,3.1,mean,(NA),0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\pH\ph,_cacl2.txt",To Be Added,,"The pH, 1:2 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:2 soil:solution ratio.",
482,"pH, Saturated Paste",ph_sp,pH_sp,pHsp,F,3.1,mean,(NA),0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Salt\sat_paste,_ph.txt",To Be Added,,"The pH, saturated paste is the pH of the solution extracted from the saturated paste sample. It is used as an indicator of the irrigated pH of soils with soluble salts.",
580,micromorphology,morph,Morph,Morph,C,2000,concat,(NA),0,\\aioneli93ap1\CalcScripts\Sample_Analytes\missing.txt,To Be Added,,"Micromorphology is the study pf microfabrics of soils in their natural, undisturbed arrangement.",
601,"Field Water Content, Core",fw_core,FWcore,FWcore,F,5.1,mean,% wt,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Physics\Water_Retention\h2o_content_core_field_state.txt,to be added,,Field H20 content by clod is the field water content of the clod bulk density determination. It is reported as percent gravimetric water on a <2 mm base.,
602,"Field Water Content, Clod",fw_clod,FWclod,FWclod,F,5.1,mean,% wt,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Physics\Water_Retention\h2o_content_clod_field_state.txt,to be added,,Field H20 content by compliant cavity is the field water content of the material removed in a compliant cavity bulk density determination. It is reported as percent gravimetric water on a <2 mm base.,
622,"Carbon, Total NCS",c_tot_ncs,C_tot,Ctot,F,4.2,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\carbon_total.txt,To Be Added,,"Total carbon is a measure of all organic and inorganic carbon, including that found in carbonate minerals.",
623,"Nitrogen, Total NCS",n_tot_ncs,N_tot,Ntot,F,4.2,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\nitrogen_total.txt,To Be Added,,"Total nitrogen is a measure of all organic and inorganic nitrogen, including that found in nitrogen minerals.",
624,"Sulfur, Total NCS",s_tot_ncs,S_tot,Stot,F,4.2,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\sulfur_total.txt,To Be Added,,"Total sulfur is a measure of all organic and inorganic sulfur, including that found in sulfide minerals.",
630,"Aegirine-Augite, petro_count",min_AI_petro_count,AL_pc,minAI,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_aegirine-augite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
633,"Allophane, petro_count",min_AL_petro_count,AL_pc,minAL,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_allophane_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
634,"Cobaltite, petro_count",min_CE_petro_count,CE_pc,minCE,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_cobaltite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
635,"Halite, petro_count",min_HA_petro_count,HA_pc,minHA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_halite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
636,"Illite (Hydromuscovite), petro_count",min_IL_petro_count,IL_pc,minIL,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_illite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
637,"Analcime, petro_count",min_LC_petro_count,LC_pc,minLC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_analcime_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
638,"Lepidocrocite, petro_count",min_LE_petro_count,LE_pc,minLE,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_lepidocrocite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
639,"Leucite, petro_count",min_LI_petro_count,LI_pc,minLI,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_leucite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
640,"Montmorillonite-Chlorite, petro_count",min_MC_petro_count,MC_pc,minMC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_montmorillonite-chlorite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
641,"Maghemite, petro_count",min_MH_petro_count,MH_pc,minMH,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_maghemite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
642,"Montmorillonite-Mica, petro_count",min_MM_petro_count,MM_pc,minMM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_montmorillonite-mica_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
643,"Montmorillonite-Vermiculite, petro_count",min_MV_petro_count,MV_pc,minMV,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_montmorillonite-vermiculite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
644,"Palagonite, petro_count",min_PA_petro_count,PA_pc,minPA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_palagonite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
645,"Palygorskite, petro_count",min_PG_petro_count,PG_pc,minPG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_palygorskite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
646,"Scapolite, petro_count",min_SC_petro_count,SC_pc,minSC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_scapolite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
647,"Sepiolite, petro_count",min_SE_petro_count,SE_pc,minSE,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_sepiolite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
648,"Smectite, petro_count",min_SM_petro_count,SM_pc,minSM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_smectite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
649,"Tridymite, petro_count",min_TD_petro_count,TD_pc,minTD,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_tridymite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
650,"Thenardite, petro_count",min_TH_petro_count,TH_pc,minTH,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_thenardite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
651,Melanic Index,Melanic,MI,melanic,F,4.2,mean,(NA),0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Other\melanic_index.txt,to be added,,Melanic index is an absorbance ratio for melanic Andisols.,
652,"Phosphorus, Mehlich3 Extractable",p_mehlich3,PMeh3,P,F,3.1,mean,mg/kg,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Phosphorus\mehlich3_p.txt,To Be Added,,The phosphorus extracted by the Mehlich III solution.,
659,Gypsum Calculation Factor,gypl2_factor,Fgyp,Gyp_Factor,F,3,mean,(NA),1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\factor.txt,To Be Added,,Factor used to calculate corrected Gypsum and ADOD values,
660,"Corrected Gypsum, <2mm",c_gypl2,cGypL2,c_Gyp,F,3,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\corrected_gypsum_less_2mm.txt,To Be Added,,Corrected Gypsum ( Uncorrected Gypsum * Factor),
661,Corrected ADOD,c_adod,c_adod,ADOD_C,F,4.3,mean,(NA),1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\corrected_adod.txt,To Be Added,,ADOD Corrected for Gypsum (ADOD * Factor),
663,"Corrected ADOD, 2-20mm",c_adod_2_20,ADODc,ADOD_C,F,4.3,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\corrected_adod_2_20mm.txt,To Be Added,,ADOD Corrected for Gypsum (ADOD * Factor),
665,"Corrected Gypsum, 2-20mm",c_gyp_2_20,cGyp20,c_Gyp,F,3,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\corrected_gypsum_2_20mm.txt,To Be Added,,Calcium sulfate as gypsum in the 2-20 mm fraction is reported as a gravimetric percent on a 2-20 mm base.,
666,Gypsum 2-20mm Calculation Factor,gyp_2_20_factor,Fgyp20,Gyp_Factor,F,3,mean,(NA),1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\factor_2_20mm.txt,To Be Added,,Factor used to calculate corrected Gypsum and ADOD values,
669,"Calcium, Major Element",ca_mjelm,Ca_tot,Ca,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_calcium.txt",To Be Added,,Total Ca is the calcium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
670,"Aluminum, Major Element",al_mjelm,Al_tot,Al,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_aluminum.txt",To Be Added,,Total Al is the aluminum measured after total dissolution of a size fraction of soil material. It is stored as percent of the element and reported as percent oxide on the base of the size fraction used.,
671,"Iron, Major Element",fe_mjelm,Fe_tot,Fe,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_iron.txt",To Be Added,,Total Fe is the iron measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as per cent oxide on the base of the size fraction used.,
672,"Magnesium, Major Element",mg_mjelm,Mg_tot,Mg,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_magnesium.txt",To Be Added,,Total Mg is the magnesium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a s percent oxide on the base of the size fraction used.,
673,"Manganese, Major Element",mn_mjelm,Mn_tot,Mn,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_manganese.txt",To Be Added,,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a s percent oxide on the base of the size fraction used.,
674,"Phosphorus, Major Element",p_mjelm,P_tot,P,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_phosphorus.txt",To Be Added,,Total P is the phosphorus measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
675,"Potassium, Major Element",k_mjelm,K_tot,K,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_potassium.txt",To Be Added,,Total K is the potassium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
676,"Silicon, Major Element",si_mjelm,Si_tot,Si,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_silicon.txt",To Be Added,,Total Si is the silica measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
677,"Sodium, Major Element",na_mjelm,Na_tot,Na,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_sodium.txt",To Be Added,,Total Na is the sodium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
678,"Titanium, Major Element",ti_mjelm,Ti_tot,Ti,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_titanium.txt",To Be Added,,Total Ti is the titanium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
679,"Zirconium, Major Element",zr_mjelm,Zr_tot,Zr,F,8,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\major_analysis,_zirconium.txt",To Be Added,,Total Zr is the zirconium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a s percent oxide on the base of the size fraction used.,
680,"Cadmium, Trace Element",cd_trelm,Cd_tot,Cd,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_cadmium.txt",To Be Added,,Total Cd is the cadmium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
681,"Chromium, Trace Element",cr_trelm,Cr_tot,Cr,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_chromium.txt",To Be Added,,Total Cr is the chromium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
682,"Cobalt, Trace Element",co_trelm,Co_tot,Co,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_cobalt.txt",To Be Added,,Total Co is the cobalt measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
683,"Copper, Trace Element",cu_trelm,Cu_tot,Cu,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_copper.txt",To Be Added,,Total Cu is the copper measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
684,"Lead, Trace Element",pb_trelm,Pb_tot,Pb,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_lead.txt",To Be Added,,Total Pb is the lead measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
685,"Manganese, Trace Element",mn_trelm,Mn_tot,Mn,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_manganese.txt",To Be Added,,Total Mn is the manganese measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported a s percent oxide on the base of the size fraction used.,
773,"Nitrogen, pom",Npom,Npom,Npom,F,6.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\pom_n.txt,(pom_n/100)*((pom_dish_wt-dish_tare)/smp_wt)*FMOD,,The nitrogen content of the particulate organic matter (<53 micron),
775,"Sulfur, pom",Spom,Spom,Spom,F,6.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\pom_s.txt,(pom_s/100)*((pom_dish_wt-dish_tare)/smp_wt)*FMOD,,The sulfur content of the particulate organic matter (<53 micron),
776,"Carbon, pom mineral",Cmin,Cmin,Cmin,F,6.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\min_c.txt,To Be Added,,The carbon content of the mineral particulate matter (>53 micron),
777,"Nitrogen, pom mineral",Nmin,Nmin,Nmin,F,6.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\min_n.txt,To Be Added,,The nitrogen content of the mineral particulate matter (>53 micron),
778,"Sulfur, pom mineral",Smin,Smin,Smin,F,6.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\min_s.txt,To Be Added,,The sulfur content of the mineral particulate matter (>53 micron),
779,"Carbon, root",Croot,Croot,Croot,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\root_c.txt,To Be Added,,The carbon content of the roots,
780,"Nitrogen, root",Nroot,Nroot,Nroot,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\root_n.txt,To Be Added,,The nitrogen content of the roots,
781,"Sulfur, root",Sroot,Sroot,Sroot,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\root_s.txt,To Be Added,,The sulfur content of the roots,
782,"Percent, roots",Perroot,Proot,Perroot,F,5.3,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\root_pct.txt,To Be Added,,The percent roots to whole soil.,
783,"Carbon, plants",Cplant,Cplant,Cplant,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\plant_c.txt,To Be Added,,The carbon content of the plant material.,
784,"Nitrogen, plants",Nplant,Nplant,Nplant,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\plant_n.txt,To Be Added,,The nitrogen content of the plant material.,
785,"Sulfur, plants",Splant,Splant,Splant,F,6.4,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\plant_s.txt,To Be Added,,The sulfur content of the plant material.,
786,"Percent, plants",Perplant,Pplant,Perplant,F,5.3,mean,%,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\plant_pct.txt,To Be Added,,The percent plants to whole soil.,
787,"FMOD, Bio, <2 mm",FMODBlt2,FORBl2,FMODBio,F,4.3,mean,(NA),0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\biomass_fmod.txt,To Be Added,,The Field Moist to Oven Dry ratio for a biology sample.,
788,"CO2, Biomass Flush, 10-day",CO2Biomass_10,CO2B10,CBiom10,F,5.4,mean,g/g,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\biomass_co2_10day.txt,To Be Added,,The CO2 produced by biomass flush.,
789,"N, Biomass Flush",NBiomass,NBio,NBiomass,F,4.2,mean,mg/kg,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\biomass_n.txt,To Be Added,,The N in a biomass.,
